"Location","Year","Series","Series Code","Permits"
"PA Pennsylvania",1988,"Units in All Multifamily Structures",3,"8,538"
"PA Pennsylvania",1989,"Units in All Multifamily Structures",3,"7,830"
"PA Pennsylvania",1990,"Units in All Multifamily Structures",3,"6,167"
"PA Pennsylvania",1991,"Units in All Multifamily Structures",3,"5,295"
"PA Pennsylvania",1992,"Units in All Multifamily Structures",3,"3,833"
"PA Pennsylvania",1993,"Units in All Multifamily Structures",3,"4,277"
"PA Pennsylvania",1994,"Units in All Multifamily Structures",3,"3,205"
"PA Pennsylvania",1995,"Units in All Multifamily Structures",3,"4,245"
"PA Pennsylvania",1996,"Units in All Multifamily Structures",3,"5,456"
"PA Pennsylvania",1997,"Units in All Multifamily Structures",3,"7,627"
"PA Pennsylvania",1998,"Units in All Multifamily Structures",3,"6,531"
"PA Pennsylvania",1999,"Units in All Multifamily Structures",3,"6,100"
"PA Pennsylvania",2000,"Units in All Multifamily Structures",3,"6,575"
"PA Pennsylvania",2001,"Units in All Multifamily Structures",3,"6,600"
"PA Pennsylvania",2002,"Units in All Multifamily Structures",3,"6,431"
"PA Pennsylvania",2003,"Units in All Multifamily Structures",3,"8,789"
"PA Pennsylvania",2004,"Units in All Multifamily Structures",3,"8,169"
"PA Pennsylvania",2005,"Units in All Multifamily Structures",3,"7,257"
"PA Pennsylvania",2006,"Units in All Multifamily Structures",3,"6,007"
"PA Pennsylvania",2007,"Units in All Multifamily Structures",3,"6,168"
"PA Pennsylvania",2008,"Units in All Multifamily Structures",3,"4,339"
"PA Pennsylvania",2009,"Units in All Multifamily Structures",3,"2,934"
"PA Pennsylvania",2010,"Units in All Multifamily Structures",3,"2,854"
"PA Pennsylvania",2011,"Units in All Multifamily Structures",3,"3,177"
"PA Pennsylvania",2012,"Units in All Multifamily Structures",3,"5,364"
"PA Pennsylvania",2013,"Units in All Multifamily Structures",3,"6,145"
"PA Pennsylvania",2014,"Units in All Multifamily Structures",3,"8,690"
"PA Pennsylvania",2015,"Units in All Multifamily Structures",3,"7,434"
"PA Pennsylvania",2016,"Units in All Multifamily Structures",3,"6,846"
"PA Pennsylvania",2017,"Units in All Multifamily Structures",3,"6,881"
"PA Pennsylvania",2018,"Units in All Multifamily Structures",3,"7,990"
"PA Pennsylvania",2019,"Units in All Multifamily Structures",3,"8,661"
"PA Pennsylvania",2020,"Units in All Multifamily Structures",3,"9,860"
"PA Pennsylvania",2021,"Units in All Multifamily Structures",3,"29,130"
"PA Pennsylvania",2022,"Units in All Multifamily Structures",3,"9,758"
"PA Pennsylvania",2023,"Units in All Multifamily Structures",3,"9,408"
"RI Rhode Island",1980,"Total Units",1,"2,929"
"RI Rhode Island",1981,"Total Units",1,"3,155"
"RI Rhode Island",1982,"Total Units",1,"2,635"
"RI Rhode Island",1983,"Total Units",1,"3,787"
"RI Rhode Island",1984,"Total Units",1,"4,208"
"RI Rhode Island",1985,"Total Units",1,"5,408"
"RI Rhode Island",1986,"Total Units",1,"7,274"
"RI Rhode Island",1987,"Total Units",1,"7,201"
"RI Rhode Island",1988,"Total Units",1,"6,065"
"RI Rhode Island",1989,"Total Units",1,"3,865"
"RI Rhode Island",1990,"Total Units",1,"3,042"
"RI Rhode Island",1991,"Total Units",1,"2,377"
"RI Rhode Island",1992,"Total Units",1,"2,592"
"RI Rhode Island",1993,"Total Units",1,"2,579"
"RI Rhode Island",1994,"Total Units",1,"2,539"
"RI Rhode Island",1995,"Total Units",1,"2,331"
"RI Rhode Island",1996,"Total Units",1,"2,462"
"RI Rhode Island",1997,"Total Units",1,"2,672"
"RI Rhode Island",1998,"Total Units",1,"2,642"
"RI Rhode Island",1999,"Total Units",1,"3,414"
"RI Rhode Island",2000,"Total Units",1,"2,596"
"RI Rhode Island",2001,"Total Units",1,"2,407"
"RI Rhode Island",2002,"Total Units",1,"2,848"
"RI Rhode Island",2003,"Total Units",1,"2,286"
"RI Rhode Island",2004,"Total Units",1,"2,532"
"RI Rhode Island",2005,"Total Units",1,"2,836"
"RI Rhode Island",2006,"Total Units",1,"2,370"
"RI Rhode Island",2007,"Total Units",1,"1,938"
"RI Rhode Island",2008,"Total Units",1,"1,058"
"RI Rhode Island",2009,"Total Units",1,961
"RI Rhode Island",2010,"Total Units",1,934
"RI Rhode Island",2011,"Total Units",1,700
"RI Rhode Island",2012,"Total Units",1,731
"RI Rhode Island",2013,"Total Units",1,928
"RI Rhode Island",2014,"Total Units",1,952
"RI Rhode Island",2015,"Total Units",1,998
"RI Rhode Island",2016,"Total Units",1,"1,226"
"RI Rhode Island",2017,"Total Units",1,"1,153"
"RI Rhode Island",2018,"Total Units",1,"1,294"
"RI Rhode Island",2019,"Total Units",1,"1,400"
"RI Rhode Island",2020,"Total Units",1,"1,374"
"RI Rhode Island",2021,"Total Units",1,"1,392"
"RI Rhode Island",2022,"Total Units",1,"1,371"
"RI Rhode Island",2023,"Total Units",1,"1,169"
"RI Rhode Island",1980,"Units in Single Family Structures",2,"1,733"
"RI Rhode Island",1981,"Units in Single Family Structures",2,"1,394"
"RI Rhode Island",1982,"Units in Single Family Structures",2,"1,345"
"RI Rhode Island",1983,"Units in Single Family Structures",2,"2,657"
"RI Rhode Island",1984,"Units in Single Family Structures",2,"3,040"
"RI Rhode Island",1985,"Units in Single Family Structures",2,"3,990"
"RI Rhode Island",1986,"Units in Single Family Structures",2,"4,699"
"RI Rhode Island",1987,"Units in Single Family Structures",2,"4,804"
"RI Rhode Island",1988,"Units in Single Family Structures",2,"3,655"
"RI Rhode Island",1989,"Units in Single Family Structures",2,"2,900"
"RI Rhode Island",1990,"Units in Single Family Structures",2,"2,350"
"RI Rhode Island",1991,"Units in Single Family Structures",2,"2,045"
"RI Rhode Island",1992,"Units in Single Family Structures",2,"2,369"
"RI Rhode Island",1993,"Units in Single Family Structures",2,"2,413"
"RI Rhode Island",1994,"Units in Single Family Structures",2,"2,330"
"RI Rhode Island",1995,"Units in Single Family Structures",2,"2,065"
"RI Rhode Island",1996,"Units in Single Family Structures",2,"2,077"
"RI Rhode Island",1997,"Units in Single Family Structures",2,"2,324"
"RI Rhode Island",1998,"Units in Single Family Structures",2,"2,540"
"RI Rhode Island",1999,"Units in Single Family Structures",2,"2,702"
"RI Rhode Island",2000,"Units in Single Family Structures",2,"2,256"
"RI Rhode Island",2001,"Units in Single Family Structures",2,"2,185"
"RI Rhode Island",2002,"Units in Single Family Structures",2,"2,182"
"RI Rhode Island",2003,"Units in Single Family Structures",2,"1,948"
"RI Rhode Island",2004,"Units in Single Family Structures",2,"1,903"
"RI Rhode Island",2005,"Units in Single Family Structures",2,"1,808"
"RI Rhode Island",2006,"Units in Single Family Structures",2,"1,801"
"RI Rhode Island",2007,"Units in Single Family Structures",2,"1,395"
"RI Rhode Island",2008,"Units in Single Family Structures",2,874
"RI Rhode Island",2009,"Units in Single Family Structures",2,704
"RI Rhode Island",2010,"Units in Single Family Structures",2,727
"RI Rhode Island",2011,"Units in Single Family Structures",2,571
"RI Rhode Island",2012,"Units in Single Family Structures",2,665
"RI Rhode Island",2013,"Units in Single Family Structures",2,812
"RI Rhode Island",2014,"Units in Single Family Structures",2,796
"RI Rhode Island",2015,"Units in Single Family Structures",2,841
"RI Rhode Island",2016,"Units in Single Family Structures",2,919
"RI Rhode Island",2017,"Units in Single Family Structures",2,981
"RI Rhode Island",2018,"Units in Single Family Structures",2,936
"RI Rhode Island",2019,"Units in Single Family Structures",2,"1,020"
"RI Rhode Island",2020,"Units in Single Family Structures",2,976
"RI Rhode Island",2021,"Units in Single Family Structures",2,"1,033"
"RI Rhode Island",2022,"Units in Single Family Structures",2,959
"RI Rhode Island",2023,"Units in Single Family Structures",2,709
"RI Rhode Island",1980,"Units in All Multifamily Structures",3,"1,196"
"RI Rhode Island",1981,"Units in All Multifamily Structures",3,"1,761"
"RI Rhode Island",1982,"Units in All Multifamily Structures",3,"1,290"
"RI Rhode Island",1983,"Units in All Multifamily Structures",3,"1,130"
"RI Rhode Island",1984,"Units in All Multifamily Structures",3,"1,168"
"RI Rhode Island",1985,"Units in All Multifamily Structures",3,"1,418"
"RI Rhode Island",1986,"Units in All Multifamily Structures",3,"2,575"
"RI Rhode Island",1987,"Units in All Multifamily Structures",3,"2,397"
"RI Rhode Island",1988,"Units in All Multifamily Structures",3,"2,410"
"RI Rhode Island",1989,"Units in All Multifamily Structures",3,965
"RI Rhode Island",1990,"Units in All Multifamily Structures",3,692
"RI Rhode Island",1991,"Units in All Multifamily Structures",3,332
"RI Rhode Island",1992,"Units in All Multifamily Structures",3,223
"RI Rhode Island",1993,"Units in All Multifamily Structures",3,166
"RI Rhode Island",1994,"Units in All Multifamily Structures",3,209
"RI Rhode Island",1995,"Units in All Multifamily Structures",3,266
"RI Rhode Island",1996,"Units in All Multifamily Structures",3,385
"RI Rhode Island",1997,"Units in All Multifamily Structures",3,348
"RI Rhode Island",1998,"Units in All Multifamily Structures",3,102
"RI Rhode Island",1999,"Units in All Multifamily Structures",3,712
"RI Rhode Island",2000,"Units in All Multifamily Structures",3,340
"RI Rhode Island",2001,"Units in All Multifamily Structures",3,222
"RI Rhode Island",2002,"Units in All Multifamily Structures",3,666
"RI Rhode Island",2003,"Units in All Multifamily Structures",3,338
"RI Rhode Island",2004,"Units in All Multifamily Structures",3,629
"RI Rhode Island",2005,"Units in All Multifamily Structures",3,"1,028"
"RI Rhode Island",2006,"Units in All Multifamily Structures",3,569
"RI Rhode Island",2007,"Units in All Multifamily Structures",3,543
"RI Rhode Island",2008,"Units in All Multifamily Structures",3,184
"RI Rhode Island",2009,"Units in All Multifamily Structures",3,257
"RI Rhode Island",2010,"Units in All Multifamily Structures",3,207
"RI Rhode Island",2011,"Units in All Multifamily Structures",3,129
"RI Rhode Island",2012,"Units in All Multifamily Structures",3,66
"RI Rhode Island",2013,"Units in All Multifamily Structures",3,116
"RI Rhode Island",2014,"Units in All Multifamily Structures",3,156
"RI Rhode Island",2015,"Units in All Multifamily Structures",3,157
"RI Rhode Island",2016,"Units in All Multifamily Structures",3,307
"RI Rhode Island",2017,"Units in All Multifamily Structures",3,172
"RI Rhode Island",2018,"Units in All Multifamily Structures",3,358
"RI Rhode Island",2019,"Units in All Multifamily Structures",3,380
"RI Rhode Island",2020,"Units in All Multifamily Structures",3,398
"RI Rhode Island",2021,"Units in All Multifamily Structures",3,359
"RI Rhode Island",2022,"Units in All Multifamily Structures",3,412
"RI Rhode Island",2023,"Units in All Multifamily Structures",3,460
"SC South Carolina",1980,"Total Units",1,"22,556"
"SC South Carolina",1981,"Total Units",1,"19,189"
"SC South Carolina",1982,"Total Units",1,"18,129"
"SC South Carolina",1983,"Total Units",1,"29,957"
"SC South Carolina",1984,"Total Units",1,"35,883"
"SC South Carolina",1985,"Total Units",1,"32,815"
"SC South Carolina",1986,"Total Units",1,"26,840"
"SC South Carolina",1987,"Total Units",1,"23,520"
"SC South Carolina",1988,"Total Units",1,"23,102"
"SC South Carolina",1989,"Total Units",1,"21,204"
"SC South Carolina",1990,"Total Units",1,"21,251"
"SC South Carolina",1991,"Total Units",1,"18,958"
"SC South Carolina",1992,"Total Units",1,"20,559"
"SC South Carolina",1993,"Total Units",1,"21,398"
"SC South Carolina",1994,"Total Units",1,"24,825"
"SC South Carolina",1995,"Total Units",1,"24,083"
"SC South Carolina",1996,"Total Units",1,"29,606"
"SC South Carolina",1997,"Total Units",1,"30,251"
"SC South Carolina",1998,"Total Units",1,"33,577"
"SC South Carolina",1999,"Total Units",1,"36,161"
"SC South Carolina",2000,"Total Units",1,"32,812"
"SC South Carolina",2001,"Total Units",1,"30,133"
"SC South Carolina",2002,"Total Units",1,"34,109"
"SC South Carolina",2003,"Total Units",1,"38,247"
"SC South Carolina",2004,"Total Units",1,"43,235"
"SC South Carolina",2005,"Total Units",1,"54,165"
"SC South Carolina",2006,"Total Units",1,"50,781"
"SC South Carolina",2007,"Total Units",1,"40,631"
"SC South Carolina",2008,"Total Units",1,"25,922"
"SC South Carolina",2009,"Total Units",1,"15,533"
"SC South Carolina",2010,"Total Units",1,"14,026"
"SC South Carolina",2011,"Total Units",1,"15,542"
"SC South Carolina",2012,"Total Units",1,"18,710"
"SC South Carolina",2013,"Total Units",1,"24,728"
"SC South Carolina",2014,"Total Units",1,"27,543"
"SC South Carolina",2015,"Total Units",1,"31,030"
"SC South Carolina",2016,"Total Units",1,"32,165"
"SC South Carolina",2017,"Total Units",1,"35,521"
"SC South Carolina",2018,"Total Units",1,"35,487"
"SC South Carolina",2019,"Total Units",1,"36,034"
"SC South Carolina",2020,"Total Units",1,"42,340"
"SC South Carolina",2021,"Total Units",1,"50,680"
"SC South Carolina",2022,"Total Units",1,"45,870"
"SC South Carolina",2023,"Total Units",1,"42,474"
"SC South Carolina",1980,"Units in Single Family Structures",2,"15,811"
"SC South Carolina",1981,"Units in Single Family Structures",2,"11,203"
"SC South Carolina",1982,"Units in Single Family Structures",2,"11,173"
"SC South Carolina",1983,"Units in Single Family Structures",2,"17,947"
"SC South Carolina",1984,"Units in Single Family Structures",2,"19,031"
"SC South Carolina",1985,"Units in Single Family Structures",2,"18,738"
"SC South Carolina",1986,"Units in Single Family Structures",2,"19,128"
"SC South Carolina",1987,"Units in Single Family Structures",2,"18,518"
"SC South Carolina",1988,"Units in Single Family Structures",2,"17,091"
"SC South Carolina",1989,"Units in Single Family Structures",2,"16,872"
"SC South Carolina",1990,"Units in Single Family Structures",2,"17,099"
"SC South Carolina",1991,"Units in Single Family Structures",2,"16,375"
"SC South Carolina",1992,"Units in Single Family Structures",2,"18,004"
"SC South Carolina",1993,"Units in Single Family Structures",2,"18,952"
"SC South Carolina",1994,"Units in Single Family Structures",2,"20,200"
"SC South Carolina",1995,"Units in Single Family Structures",2,"19,396"
"SC South Carolina",1996,"Units in Single Family Structures",2,"22,648"
"SC South Carolina",1997,"Units in Single Family Structures",2,"22,361"
"SC South Carolina",1998,"Units in Single Family Structures",2,"24,468"
"SC South Carolina",1999,"Units in Single Family Structures",2,"27,160"
"SC South Carolina",2000,"Units in Single Family Structures",2,"24,863"
"SC South Carolina",2001,"Units in Single Family Structures",2,"24,783"
"SC South Carolina",2002,"Units in Single Family Structures",2,"28,610"
"SC South Carolina",2003,"Units in Single Family Structures",2,"31,609"
"SC South Carolina",2004,"Units in Single Family Structures",2,"36,086"
"SC South Carolina",2005,"Units in Single Family Structures",2,"43,349"
"SC South Carolina",2006,"Units in Single Family Structures",2,"41,680"
"SC South Carolina",2007,"Units in Single Family Structures",2,"32,817"
"SC South Carolina",2008,"Units in Single Family Structures",2,"19,782"
"SC South Carolina",2009,"Units in Single Family Structures",2,"13,445"
"SC South Carolina",2010,"Units in Single Family Structures",2,"12,693"
"SC South Carolina",2011,"Units in Single Family Structures",2,"12,852"
"SC South Carolina",2012,"Units in Single Family Structures",2,"15,290"
"SC South Carolina",2013,"Units in Single Family Structures",2,"20,250"
"SC South Carolina",2014,"Units in Single Family Structures",2,"21,470"
"SC South Carolina",2015,"Units in Single Family Structures",2,"24,322"
"SC South Carolina",2016,"Units in Single Family Structures",2,"26,349"
"SC South Carolina",2017,"Units in Single Family Structures",2,"28,851"
"SC South Carolina",2018,"Units in Single Family Structures",2,"30,579"
"SC South Carolina",2019,"Units in Single Family Structures",2,"31,052"
"SC South Carolina",2020,"Units in Single Family Structures",2,"36,226"
"SC South Carolina",2021,"Units in Single Family Structures",2,"43,264"
"SC South Carolina",2022,"Units in Single Family Structures",2,"37,906"
"SC South Carolina",2023,"Units in Single Family Structures",2,"37,163"
"SC South Carolina",1980,"Units in All Multifamily Structures",3,"6,745"
"SC South Carolina",1981,"Units in All Multifamily Structures",3,"7,986"
"SC South Carolina",1982,"Units in All Multifamily Structures",3,"6,956"
"SC South Carolina",1983,"Units in All Multifamily Structures",3,"12,010"
"SC South Carolina",1984,"Units in All Multifamily Structures",3,"16,852"
"SC South Carolina",1985,"Units in All Multifamily Structures",3,"14,077"
"SC South Carolina",1986,"Units in All Multifamily Structures",3,"7,712"
"SC South Carolina",1987,"Units in All Multifamily Structures",3,"5,002"
"SC South Carolina",1988,"Units in All Multifamily Structures",3,"6,011"
"SC South Carolina",1989,"Units in All Multifamily Structures",3,"4,332"
"SC South Carolina",1990,"Units in All Multifamily Structures",3,"4,152"
"SC South Carolina",1991,"Units in All Multifamily Structures",3,"2,583"
"SC South Carolina",1992,"Units in All Multifamily Structures",3,"2,555"
"SC South Carolina",1993,"Units in All Multifamily Structures",3,"2,446"
"SC South Carolina",1994,"Units in All Multifamily Structures",3,"4,625"
"SC South Carolina",1995,"Units in All Multifamily Structures",3,"4,687"
"SC South Carolina",1996,"Units in All Multifamily Structures",3,"6,958"
"SC South Carolina",1997,"Units in All Multifamily Structures",3,"7,890"
"SC South Carolina",1998,"Units in All Multifamily Structures",3,"9,109"
"SC South Carolina",1999,"Units in All Multifamily Structures",3,"9,001"
"SC South Carolina",2000,"Units in All Multifamily Structures",3,"7,949"
"SC South Carolina",2001,"Units in All Multifamily Structures",3,"5,350"
"SC South Carolina",2002,"Units in All Multifamily Structures",3,"5,499"
"SC South Carolina",2003,"Units in All Multifamily Structures",3,"6,638"
"SC South Carolina",2004,"Units in All Multifamily Structures",3,"7,149"
"SC South Carolina",2005,"Units in All Multifamily Structures",3,"10,816"
"SC South Carolina",2006,"Units in All Multifamily Structures",3,"9,101"
"SC South Carolina",2007,"Units in All Multifamily Structures",3,"7,814"
"SC South Carolina",2008,"Units in All Multifamily Structures",3,"6,140"
"SC South Carolina",2009,"Units in All Multifamily Structures",3,"2,088"
"SC South Carolina",2010,"Units in All Multifamily Structures",3,"1,333"
"SC South Carolina",2011,"Units in All Multifamily Structures",3,"2,690"
"SC South Carolina",2012,"Units in All Multifamily Structures",3,"3,420"
"SC South Carolina",2013,"Units in All Multifamily Structures",3,"4,478"
"SC South Carolina",2014,"Units in All Multifamily Structures",3,"6,073"
"SC South Carolina",2015,"Units in All Multifamily Structures",3,"6,708"
"SC South Carolina",2016,"Units in All Multifamily Structures",3,"5,816"
"SC South Carolina",2017,"Units in All Multifamily Structures",3,"6,670"
"SC South Carolina",2018,"Units in All Multifamily Structures",3,"4,908"
"SC South Carolina",2019,"Units in All Multifamily Structures",3,"4,982"
"SC South Carolina",2020,"Units in All Multifamily Structures",3,"6,114"
"SC South Carolina",2021,"Units in All Multifamily Structures",3,"7,416"
"SC South Carolina",2022,"Units in All Multifamily Structures",3,"7,964"
"SC South Carolina",2023,"Units in All Multifamily Structures",3,"5,311"
"SD South Dakota",1980,"Total Units",1,"3,221"
"SD South Dakota",1981,"Total Units",1,"1,584"
"SD South Dakota",1982,"Total Units",1,"1,310"
"SD South Dakota",1983,"Total Units",1,"2,590"
"SD South Dakota",1984,"Total Units",1,"3,221"
"SD South Dakota",1985,"Total Units",1,"2,544"
"SD South Dakota",1986,"Total Units",1,"1,981"
"SD South Dakota",1987,"Total Units",1,"1,874"
"SD South Dakota",1988,"Total Units",1,"1,922"
"SD South Dakota",1989,"Total Units",1,"2,075"
"SD South Dakota",1990,"Total Units",1,"2,830"
"SD South Dakota",1991,"Total Units",1,"2,572"
"SD South Dakota",1992,"Total Units",1,"3,237"
"SD South Dakota",1993,"Total Units",1,"3,851"
"SD South Dakota",1994,"Total Units",1,"4,563"
"SD South Dakota",1995,"Total Units",1,"3,841"
"SD South Dakota",1996,"Total Units",1,"3,657"
"SD South Dakota",1997,"Total Units",1,"3,174"
"SD South Dakota",1998,"Total Units",1,"3,456"
"SD South Dakota",1999,"Total Units",1,"3,672"
"SD South Dakota",2000,"Total Units",1,"4,203"
"SD South Dakota",2001,"Total Units",1,"4,455"
"SD South Dakota",2002,"Total Units",1,"4,890"
"SD South Dakota",2003,"Total Units",1,"5,082"
"SD South Dakota",2004,"Total Units",1,"5,839"
"SD South Dakota",2005,"Total Units",1,"5,685"
"SD South Dakota",2006,"Total Units",1,"5,358"
"SD South Dakota",2007,"Total Units",1,"5,115"
"SD South Dakota",2008,"Total Units",1,"3,884"
"SD South Dakota",2009,"Total Units",1,"3,691"
"SD South Dakota",2010,"Total Units",1,"2,946"
"SD South Dakota",2011,"Total Units",1,"2,813"
"SD South Dakota",2012,"Total Units",1,"4,178"
"SD South Dakota",2013,"Total Units",1,"5,484"
"SD South Dakota",2014,"Total Units",1,"4,728"
"SD South Dakota",2015,"Total Units",1,"4,482"
"SD South Dakota",2016,"Total Units",1,"5,683"
"SD South Dakota",2017,"Total Units",1,"5,407"
"SD South Dakota",2018,"Total Units",1,"4,963"
"SD South Dakota",2019,"Total Units",1,"4,415"
"SD South Dakota",2020,"Total Units",1,"6,660"
"SD South Dakota",2021,"Total Units",1,"7,919"
"SD South Dakota",2022,"Total Units",1,"9,425"
"SD South Dakota",2023,"Total Units",1,"7,071"
"SD South Dakota",1980,"Units in Single Family Structures",2,"2,232"
"SD South Dakota",1981,"Units in Single Family Structures",2,"1,148"
"SD South Dakota",1982,"Units in Single Family Structures",2,878
"SD South Dakota",1983,"Units in Single Family Structures",2,"1,476"
"SD South Dakota",1984,"Units in Single Family Structures",2,"1,637"
"SD South Dakota",1985,"Units in Single Family Structures",2,"1,432"
"SD South Dakota",1986,"Units in Single Family Structures",2,"1,257"
"SD South Dakota",1987,"Units in Single Family Structures",2,"1,214"
"SD South Dakota",1988,"Units in Single Family Structures",2,"1,094"
"SD South Dakota",1989,"Units in Single Family Structures",2,"1,212"
"SD South Dakota",1990,"Units in Single Family Structures",2,"1,414"
"SD South Dakota",1991,"Units in Single Family Structures",2,"1,682"
"SD South Dakota",1992,"Units in Single Family Structures",2,"2,248"
"SD South Dakota",1993,"Units in Single Family Structures",2,"2,411"
"SD South Dakota",1994,"Units in Single Family Structures",2,"2,440"
"SD South Dakota",1995,"Units in Single Family Structures",2,"2,208"
"SD South Dakota",1996,"Units in Single Family Structures",2,"2,423"
"SD South Dakota",1997,"Units in Single Family Structures",2,"2,464"
"SD South Dakota",1998,"Units in Single Family Structures",2,"2,636"
"SD South Dakota",1999,"Units in Single Family Structures",2,"2,876"
"SD South Dakota",2000,"Units in Single Family Structures",2,"3,149"
"SD South Dakota",2001,"Units in Single Family Structures",2,"3,424"
"SD South Dakota",2002,"Units in Single Family Structures",2,"3,914"
"SD South Dakota",2003,"Units in Single Family Structures",2,"4,148"
"SD South Dakota",2004,"Units in Single Family Structures",2,"4,659"
"SD South Dakota",2005,"Units in Single Family Structures",2,"4,693"
"SD South Dakota",2006,"Units in Single Family Structures",2,"4,067"
"SD South Dakota",2007,"Units in Single Family Structures",2,"3,620"
"SD South Dakota",2008,"Units in Single Family Structures",2,"2,664"
"SD South Dakota",2009,"Units in Single Family Structures",2,"2,510"
"SD South Dakota",2010,"Units in Single Family Structures",2,"2,186"
"SD South Dakota",2011,"Units in Single Family Structures",2,"1,961"
"SD South Dakota",2012,"Units in Single Family Structures",2,"2,788"
"SD South Dakota",2013,"Units in Single Family Structures",2,"3,195"
"SD South Dakota",2014,"Units in Single Family Structures",2,"2,804"
"SD South Dakota",2015,"Units in Single Family Structures",2,"2,868"
"SD South Dakota",2016,"Units in Single Family Structures",2,"3,192"
"SD South Dakota",2017,"Units in Single Family Structures",2,"3,386"
"SD South Dakota",2018,"Units in Single Family Structures",2,"2,985"
"SD South Dakota",2019,"Units in Single Family Structures",2,"3,127"
"SD South Dakota",2020,"Units in Single Family Structures",2,"3,726"
"SD South Dakota",2021,"Units in Single Family Structures",2,"4,326"
"SD South Dakota",2022,"Units in Single Family Structures",2,"3,921"
"SD South Dakota",2023,"Units in Single Family Structures",2,"3,251"
"SD South Dakota",1980,"Units in All Multifamily Structures",3,989
"SD South Dakota",1981,"Units in All Multifamily Structures",3,436
"SD South Dakota",1982,"Units in All Multifamily Structures",3,432
"SD South Dakota",1983,"Units in All Multifamily Structures",3,"1,114"
"SD South Dakota",1984,"Units in All Multifamily Structures",3,"1,584"
"SD South Dakota",1985,"Units in All Multifamily Structures",3,"1,112"
"SD South Dakota",1986,"Units in All Multifamily Structures",3,724
"SD South Dakota",1987,"Units in All Multifamily Structures",3,660
"SD South Dakota",1988,"Units in All Multifamily Structures",3,828
"SD South Dakota",1989,"Units in All Multifamily Structures",3,863
"SD South Dakota",1990,"Units in All Multifamily Structures",3,"1,416"
"SD South Dakota",1991,"Units in All Multifamily Structures",3,890
"SD South Dakota",1992,"Units in All Multifamily Structures",3,989
"SD South Dakota",1993,"Units in All Multifamily Structures",3,"1,440"
"SD South Dakota",1994,"Units in All Multifamily Structures",3,"2,123"
"SD South Dakota",1995,"Units in All Multifamily Structures",3,"1,633"
"SD South Dakota",1996,"Units in All Multifamily Structures",3,"1,234"
"SD South Dakota",1997,"Units in All Multifamily Structures",3,710
"SD South Dakota",1998,"Units in All Multifamily Structures",3,820
"SD South Dakota",1999,"Units in All Multifamily Structures",3,796
"SD South Dakota",2000,"Units in All Multifamily Structures",3,"1,054"
"SD South Dakota",2001,"Units in All Multifamily Structures",3,"1,031"
"SD South Dakota",2002,"Units in All Multifamily Structures",3,976
"SD South Dakota",2003,"Units in All Multifamily Structures",3,934
"SD South Dakota",2004,"Units in All Multifamily Structures",3,"1,180"
"SD South Dakota",2005,"Units in All Multifamily Structures",3,992
"SD South Dakota",2006,"Units in All Multifamily Structures",3,"1,291"
"SD South Dakota",2007,"Units in All Multifamily Structures",3,"1,495"
"SD South Dakota",2008,"Units in All Multifamily Structures",3,"1,220"
"SD South Dakota",2009,"Units in All Multifamily Structures",3,"1,181"
"SD South Dakota",2010,"Units in All Multifamily Structures",3,760
"SD South Dakota",2011,"Units in All Multifamily Structures",3,852
"SD South Dakota",2012,"Units in All Multifamily Structures",3,"1,390"
"SD South Dakota",2013,"Units in All Multifamily Structures",3,"2,289"
"SD South Dakota",2014,"Units in All Multifamily Structures",3,"1,924"
"SD South Dakota",2015,"Units in All Multifamily Structures",3,"1,614"
"SD South Dakota",2016,"Units in All Multifamily Structures",3,"2,491"
"SD South Dakota",2017,"Units in All Multifamily Structures",3,"2,021"
"SD South Dakota",2018,"Units in All Multifamily Structures",3,"1,978"
"SD South Dakota",2019,"Units in All Multifamily Structures",3,"1,288"
"SD South Dakota",2020,"Units in All Multifamily Structures",3,"2,934"
"SD South Dakota",2021,"Units in All Multifamily Structures",3,"3,593"
"SD South Dakota",2022,"Units in All Multifamily Structures",3,"5,504"
"SD South Dakota",2023,"Units in All Multifamily Structures",3,"3,820"
"TN Tennessee",1980,"Total Units",1,"20,191"
"TN Tennessee",1981,"Total Units",1,"12,279"
"TN Tennessee",1982,"Total Units",1,"15,123"
"TN Tennessee",1983,"Total Units",1,"27,114"
"TN Tennessee",1984,"Total Units",1,"36,692"
"TN Tennessee",1985,"Total Units",1,"38,058"
"TN Tennessee",1986,"Total Units",1,"34,293"
"TN Tennessee",1987,"Total Units",1,"29,860"
"TN Tennessee",1988,"Total Units",1,"27,739"
"TN Tennessee",1989,"Total Units",1,"24,198"
"TN Tennessee",1990,"Total Units",1,"21,973"
"TN Tennessee",1991,"Total Units",1,"21,249"
"TN Tennessee",1992,"Total Units",1,"25,302"
"TN Tennessee",1993,"Total Units",1,"29,361"
"TN Tennessee",1994,"Total Units",1,"31,874"
"TN Tennessee",1995,"Total Units",1,"35,096"
"TN Tennessee",1996,"Total Units",1,"40,522"
"TN Tennessee",1997,"Total Units",1,"34,096"
"TN Tennessee",1998,"Total Units",1,"34,136"
"TN Tennessee",1999,"Total Units",1,"37,049"
"TN Tennessee",2000,"Total Units",1,"32,253"
"TN Tennessee",2001,"Total Units",1,"32,370"
"TN Tennessee",2002,"Total Units",1,"34,500"
"TN Tennessee",2003,"Total Units",1,"38,715"
"TN Tennessee",2004,"Total Units",1,"44,807"
"TN Tennessee",2005,"Total Units",1,"46,615"
