"Location","Year","Series","Series Code","Permits"
"AL Alabama",1980,"Total Units",1,"15,998"
"AL Alabama",1981,"Total Units",1,"9,885"
"AL Alabama",1982,"Total Units",1,"8,732"
"AL Alabama",1983,"Total Units",1,"17,389"
"AL Alabama",1984,"Total Units",1,"15,297"
"AL Alabama",1985,"Total Units",1,"17,218"
"AL Alabama",1986,"Total Units",1,"19,174"
"AL Alabama",1987,"Total Units",1,"14,510"
"AL Alabama",1988,"Total Units",1,"12,772"
"AL Alabama",1989,"Total Units",1,"12,045"
"AL Alabama",1990,"Total Units",1,"12,559"
"AL Alabama",1991,"Total Units",1,"12,825"
"AL Alabama",1992,"Total Units",1,"15,925"
"AL Alabama",1993,"Total Units",1,"18,723"
"AL Alabama",1994,"Total Units",1,"19,152"
"AL Alabama",1995,"Total Units",1,"20,130"
"AL Alabama",1996,"Total Units",1,"19,874"
"AL Alabama",1997,"Total Units",1,"17,744"
"AL Alabama",1998,"Total Units",1,"20,541"
"AL Alabama",1999,"Total Units",1,"19,037"
"AL Alabama",2000,"Total Units",1,"17,426"
"AL Alabama",2001,"Total Units",1,"17,706"
"AL Alabama",2002,"Total Units",1,"18,871"
"AL Alabama",2003,"Total Units",1,"24,543"
"AL Alabama",2004,"Total Units",1,"27,412"
"AL Alabama",2005,"Total Units",1,"30,636"
"AL Alabama",2006,"Total Units",1,"32,034"
"AL Alabama",2007,"Total Units",1,"25,868"
"AL Alabama",2008,"Total Units",1,"17,485"
"AL Alabama",2009,"Total Units",1,"13,279"
"AL Alabama",2010,"Total Units",1,"11,274"
"AL Alabama",2011,"Total Units",1,"11,690"
"AL Alabama",2012,"Total Units",1,"13,533"
"AL Alabama",2013,"Total Units",1,"11,802"
"AL Alabama",2014,"Total Units",1,"13,515"
"AL Alabama",2015,"Total Units",1,"14,050"
"AL Alabama",2016,"Total Units",1,"15,001"
"AL Alabama",2017,"Total Units",1,"14,799"
"AL Alabama",2018,"Total Units",1,"14,824"
"AL Alabama",2019,"Total Units",1,"17,748"
"AL Alabama",2020,"Total Units",1,"19,985"
"AL Alabama",2021,"Total Units",1,"22,100"
"AL Alabama",2022,"Total Units",1,"19,657"
"AL Alabama",2023,"Total Units",1,"20,337"
"AL Alabama",1980,"Units in Single Family Structures",2,"9,040"
"AL Alabama",1981,"Units in Single Family Structures",2,"5,063"
"AL Alabama",1982,"Units in Single Family Structures",2,"4,742"
"AL Alabama",1983,"Units in Single Family Structures",2,"8,630"
"AL Alabama",1984,"Units in Single Family Structures",2,"8,215"
"AL Alabama",1985,"Units in Single Family Structures",2,"9,929"
"AL Alabama",1986,"Units in Single Family Structures",2,"11,514"
"AL Alabama",1987,"Units in Single Family Structures",2,"10,636"
"AL Alabama",1988,"Units in Single Family Structures",2,"9,667"
"AL Alabama",1989,"Units in Single Family Structures",2,"8,501"
"AL Alabama",1990,"Units in Single Family Structures",2,"8,827"
"AL Alabama",1991,"Units in Single Family Structures",2,"10,169"
"AL Alabama",1992,"Units in Single Family Structures",2,"13,509"
"AL Alabama",1993,"Units in Single Family Structures",2,"15,256"
"AL Alabama",1994,"Units in Single Family Structures",2,"14,459"
"AL Alabama",1995,"Units in Single Family Structures",2,"13,428"
"AL Alabama",1996,"Units in Single Family Structures",2,"14,572"
"AL Alabama",1997,"Units in Single Family Structures",2,"13,646"
"AL Alabama",1998,"Units in Single Family Structures",2,"14,663"
"AL Alabama",1999,"Units in Single Family Structures",2,"14,934"
"AL Alabama",2000,"Units in Single Family Structures",2,"13,692"
"AL Alabama",2001,"Units in Single Family Structures",2,"14,044"
"AL Alabama",2002,"Units in Single Family Structures",2,"15,605"
"AL Alabama",2003,"Units in Single Family Structures",2,"19,938"
"AL Alabama",2004,"Units in Single Family Structures",2,"22,393"
"AL Alabama",2005,"Units in Single Family Structures",2,"24,678"
"AL Alabama",2006,"Units in Single Family Structures",2,"24,132"
"AL Alabama",2007,"Units in Single Family Structures",2,"18,969"
"AL Alabama",2008,"Units in Single Family Structures",2,"12,038"
"AL Alabama",2009,"Units in Single Family Structures",2,"9,422"
"AL Alabama",2010,"Units in Single Family Structures",2,"8,715"
"AL Alabama",2011,"Units in Single Family Structures",2,"8,881"
"AL Alabama",2012,"Units in Single Family Structures",2,"9,211"
"AL Alabama",2013,"Units in Single Family Structures",2,"9,317"
"AL Alabama",2014,"Units in Single Family Structures",2,"9,652"
"AL Alabama",2015,"Units in Single Family Structures",2,"10,257"
"AL Alabama",2016,"Units in Single Family Structures",2,"11,692"
"AL Alabama",2017,"Units in Single Family Structures",2,"12,233"
"AL Alabama",2018,"Units in Single Family Structures",2,"12,978"
"AL Alabama",2019,"Units in Single Family Structures",2,"14,705"
"AL Alabama",2020,"Units in Single Family Structures",2,"17,554"
"AL Alabama",2021,"Units in Single Family Structures",2,"17,879"
"AL Alabama",2022,"Units in Single Family Structures",2,"16,107"
"AL Alabama",2023,"Units in Single Family Structures",2,"16,298"
"AL Alabama",1980,"Units in All Multifamily Structures",3,"6,958"
"AL Alabama",1981,"Units in All Multifamily Structures",3,"4,822"
"AL Alabama",1982,"Units in All Multifamily Structures",3,"3,990"
"AL Alabama",1983,"Units in All Multifamily Structures",3,"8,759"
"AL Alabama",1984,"Units in All Multifamily Structures",3,"7,082"
"AL Alabama",1985,"Units in All Multifamily Structures",3,"7,289"
"AL Alabama",1986,"Units in All Multifamily Structures",3,"7,660"
"AL Alabama",1987,"Units in All Multifamily Structures",3,"3,874"
"AL Alabama",1988,"Units in All Multifamily Structures",3,"3,105"
"AL Alabama",1989,"Units in All Multifamily Structures",3,"3,544"
"AL Alabama",1990,"Units in All Multifamily Structures",3,"3,732"
"AL Alabama",1991,"Units in All Multifamily Structures",3,"2,656"
"AL Alabama",1992,"Units in All Multifamily Structures",3,"2,416"
"AL Alabama",1993,"Units in All Multifamily Structures",3,"3,467"
"AL Alabama",1994,"Units in All Multifamily Structures",3,"4,693"
"AL Alabama",1995,"Units in All Multifamily Structures",3,"6,702"
"AL Alabama",1996,"Units in All Multifamily Structures",3,"5,302"
"AL Alabama",1997,"Units in All Multifamily Structures",3,"4,098"
"AL Alabama",1998,"Units in All Multifamily Structures",3,"5,878"
"AL Alabama",1999,"Units in All Multifamily Structures",3,"4,103"
"AL Alabama",2000,"Units in All Multifamily Structures",3,"3,734"
"AL Alabama",2001,"Units in All Multifamily Structures",3,"3,662"
"AL Alabama",2002,"Units in All Multifamily Structures",3,"3,266"
"AL Alabama",2003,"Units in All Multifamily Structures",3,"4,605"
"AL Alabama",2004,"Units in All Multifamily Structures",3,"5,019"
"AL Alabama",2005,"Units in All Multifamily Structures",3,"5,958"
"AL Alabama",2006,"Units in All Multifamily Structures",3,"7,902"
"AL Alabama",2007,"Units in All Multifamily Structures",3,"6,899"
"AL Alabama",2008,"Units in All Multifamily Structures",3,"5,447"
"AL Alabama",2009,"Units in All Multifamily Structures",3,"3,857"
"AL Alabama",2010,"Units in All Multifamily Structures",3,"2,559"
"AL Alabama",2011,"Units in All Multifamily Structures",3,"2,809"
"AL Alabama",2012,"Units in All Multifamily Structures",3,"4,322"
"AL Alabama",2013,"Units in All Multifamily Structures",3,"2,485"
"AL Alabama",2014,"Units in All Multifamily Structures",3,"3,863"
"AL Alabama",2015,"Units in All Multifamily Structures",3,"3,793"
"AL Alabama",2016,"Units in All Multifamily Structures",3,"3,309"
"AL Alabama",2017,"Units in All Multifamily Structures",3,"2,566"
"AL Alabama",2018,"Units in All Multifamily Structures",3,"1,846"
"AL Alabama",2019,"Units in All Multifamily Structures",3,"3,043"
"AL Alabama",2020,"Units in All Multifamily Structures",3,"2,431"
"AL Alabama",2021,"Units in All Multifamily Structures",3,"4,221"
"AL Alabama",2022,"Units in All Multifamily Structures",3,"3,550"
"AL Alabama",2023,"Units in All Multifamily Structures",3,"4,039"
"AK Alaska",1980,"Total Units",1,"1,849"
"AK Alaska",1981,"Total Units",1,"3,866"
"AK Alaska",1982,"Total Units",1,"7,452"
"AK Alaska",1983,"Total Units",1,"10,671"
"AK Alaska",1984,"Total Units",1,"6,264"
"AK Alaska",1985,"Total Units",1,"4,038"
"AK Alaska",1986,"Total Units",1,"1,399"
"AK Alaska",1987,"Total Units",1,763
"AK Alaska",1988,"Total Units",1,838
"AK Alaska",1989,"Total Units",1,645
"AK Alaska",1990,"Total Units",1,834
"AK Alaska",1991,"Total Units",1,"1,108"
"AK Alaska",1992,"Total Units",1,"1,278"
"AK Alaska",1993,"Total Units",1,"1,866"
"AK Alaska",1994,"Total Units",1,"2,056"
"AK Alaska",1995,"Total Units",1,"2,164"
"AK Alaska",1996,"Total Units",1,"2,640"
"AK Alaska",1997,"Total Units",1,"2,560"
"AK Alaska",1998,"Total Units",1,"2,874"
"AK Alaska",1999,"Total Units",1,"2,211"
"AK Alaska",2000,"Total Units",1,"2,147"
"AK Alaska",2001,"Total Units",1,"2,939"
"AK Alaska",2002,"Total Units",1,"3,003"
"AK Alaska",2003,"Total Units",1,"3,531"
"AK Alaska",2004,"Total Units",1,"3,133"
"AK Alaska",2005,"Total Units",1,"2,885"
"AK Alaska",2006,"Total Units",1,"2,739"
"AK Alaska",2007,"Total Units",1,"1,706"
"AK Alaska",2008,"Total Units",1,901
"AK Alaska",2009,"Total Units",1,916
"AK Alaska",2010,"Total Units",1,904
"AK Alaska",2011,"Total Units",1,877
"AK Alaska",2012,"Total Units",1,994
"AK Alaska",2013,"Total Units",1,"1,062"
"AK Alaska",2014,"Total Units",1,"1,504"
"AK Alaska",2015,"Total Units",1,"1,287"
"AK Alaska",2016,"Total Units",1,"1,479"
"AK Alaska",2017,"Total Units",1,"1,516"
"AK Alaska",2018,"Total Units",1,"1,651"
"AK Alaska",2019,"Total Units",1,"1,650"
"AK Alaska",2020,"Total Units",1,"1,398"
"AK Alaska",2021,"Total Units",1,"1,547"
"AK Alaska",2022,"Total Units",1,566
"AK Alaska",2023,"Total Units",1,920
"AK Alaska",1980,"Units in Single Family Structures",2,"1,346"
"AK Alaska",1981,"Units in Single Family Structures",2,"2,623"
"AK Alaska",1982,"Units in Single Family Structures",2,"3,954"
"AK Alaska",1983,"Units in Single Family Structures",2,"4,380"
"AK Alaska",1984,"Units in Single Family Structures",2,"3,501"
"AK Alaska",1985,"Units in Single Family Structures",2,"2,234"
"AK Alaska",1986,"Units in Single Family Structures",2,984
"AK Alaska",1987,"Units in Single Family Structures",2,431
"AK Alaska",1988,"Units in Single Family Structures",2,517
"AK Alaska",1989,"Units in Single Family Structures",2,454
"AK Alaska",1990,"Units in Single Family Structures",2,685
"AK Alaska",1991,"Units in Single Family Structures",2,953
"AK Alaska",1992,"Units in Single Family Structures",2,"1,160"
"AK Alaska",1993,"Units in Single Family Structures",2,"1,526"
"AK Alaska",1994,"Units in Single Family Structures",2,"1,542"
"AK Alaska",1995,"Units in Single Family Structures",2,"1,657"
"AK Alaska",1996,"Units in Single Family Structures",2,"1,810"
"AK Alaska",1997,"Units in Single Family Structures",2,"1,889"
"AK Alaska",1998,"Units in Single Family Structures",2,"2,010"
"AK Alaska",1999,"Units in Single Family Structures",2,"1,539"
"AK Alaska",2000,"Units in Single Family Structures",2,"1,607"
"AK Alaska",2001,"Units in Single Family Structures",2,"1,787"
"AK Alaska",2002,"Units in Single Family Structures",2,"1,702"
"AK Alaska",2003,"Units in Single Family Structures",2,"1,740"
"AK Alaska",2004,"Units in Single Family Structures",2,"1,771"
"AK Alaska",2005,"Units in Single Family Structures",2,"1,653"
"AK Alaska",2006,"Units in Single Family Structures",2,"1,612"
"AK Alaska",2007,"Units in Single Family Structures",2,984
"AK Alaska",2008,"Units in Single Family Structures",2,667
"AK Alaska",2009,"Units in Single Family Structures",2,617
"AK Alaska",2010,"Units in Single Family Structures",2,753
"AK Alaska",2011,"Units in Single Family Structures",2,713
"AK Alaska",2012,"Units in Single Family Structures",2,818
"AK Alaska",2013,"Units in Single Family Structures",2,869
"AK Alaska",2014,"Units in Single Family Structures",2,"1,113"
"AK Alaska",2015,"Units in Single Family Structures",2,987
"AK Alaska",2016,"Units in Single Family Structures",2,"1,018"
"AK Alaska",2017,"Units in Single Family Structures",2,"1,122"
"AK Alaska",2018,"Units in Single Family Structures",2,"1,220"
"AK Alaska",2019,"Units in Single Family Structures",2,"1,135"
"AK Alaska",2020,"Units in Single Family Structures",2,"1,013"
"AK Alaska",2021,"Units in Single Family Structures",2,"1,156"
"AK Alaska",2022,"Units in Single Family Structures",2,463
"AK Alaska",2023,"Units in Single Family Structures",2,582
"AK Alaska",1980,"Units in All Multifamily Structures",3,503
"AK Alaska",1981,"Units in All Multifamily Structures",3,"1,243"
"AK Alaska",1982,"Units in All Multifamily Structures",3,"3,498"
"AK Alaska",1983,"Units in All Multifamily Structures",3,"6,291"
"AK Alaska",1984,"Units in All Multifamily Structures",3,"2,763"
"AK Alaska",1985,"Units in All Multifamily Structures",3,"1,804"
"AK Alaska",1986,"Units in All Multifamily Structures",3,415
"AK Alaska",1987,"Units in All Multifamily Structures",3,332
"AK Alaska",1988,"Units in All Multifamily Structures",3,321
"AK Alaska",1989,"Units in All Multifamily Structures",3,191
"AK Alaska",1990,"Units in All Multifamily Structures",3,149
"AK Alaska",1991,"Units in All Multifamily Structures",3,155
"AK Alaska",1992,"Units in All Multifamily Structures",3,118
"AK Alaska",1993,"Units in All Multifamily Structures",3,340
"AK Alaska",1994,"Units in All Multifamily Structures",3,514
"AK Alaska",1995,"Units in All Multifamily Structures",3,507
"AK Alaska",1996,"Units in All Multifamily Structures",3,830
"AK Alaska",1997,"Units in All Multifamily Structures",3,671
"AK Alaska",1998,"Units in All Multifamily Structures",3,864
"AK Alaska",1999,"Units in All Multifamily Structures",3,672
"AK Alaska",2000,"Units in All Multifamily Structures",3,540
"AK Alaska",2001,"Units in All Multifamily Structures",3,"1,152"
"AK Alaska",2002,"Units in All Multifamily Structures",3,"1,301"
"AK Alaska",2003,"Units in All Multifamily Structures",3,"1,791"
"AK Alaska",2004,"Units in All Multifamily Structures",3,"1,362"
"AK Alaska",2005,"Units in All Multifamily Structures",3,"1,232"
"AK Alaska",2006,"Units in All Multifamily Structures",3,"1,127"
"AK Alaska",2007,"Units in All Multifamily Structures",3,722
"AK Alaska",2008,"Units in All Multifamily Structures",3,234
"AK Alaska",2009,"Units in All Multifamily Structures",3,299
"AK Alaska",2010,"Units in All Multifamily Structures",3,151
"AK Alaska",2011,"Units in All Multifamily Structures",3,164
"AK Alaska",2012,"Units in All Multifamily Structures",3,176
"AK Alaska",2013,"Units in All Multifamily Structures",3,193
"AK Alaska",2014,"Units in All Multifamily Structures",3,391
"AK Alaska",2015,"Units in All Multifamily Structures",3,300
"AK Alaska",2016,"Units in All Multifamily Structures",3,461
"AK Alaska",2017,"Units in All Multifamily Structures",3,394
"AK Alaska",2018,"Units in All Multifamily Structures",3,431
"AK Alaska",2019,"Units in All Multifamily Structures",3,515
"AK Alaska",2020,"Units in All Multifamily Structures",3,385
"AK Alaska",2021,"Units in All Multifamily Structures",3,391
"AK Alaska",2022,"Units in All Multifamily Structures",3,103
"AK Alaska",2023,"Units in All Multifamily Structures",3,338
"AZ Arizona",1980,"Total Units",1,"36,889"
"AZ Arizona",1981,"Total Units",1,"33,814"
"AZ Arizona",1982,"Total Units",1,"36,991"
"AZ Arizona",1983,"Total Units",1,"64,496"
"AZ Arizona",1984,"Total Units",1,"79,239"
"AZ Arizona",1985,"Total Units",1,"71,820"
"AZ Arizona",1986,"Total Units",1,"61,614"
"AZ Arizona",1987,"Total Units",1,"40,177"
"AZ Arizona",1988,"Total Units",1,"32,843"
"AZ Arizona",1989,"Total Units",1,"23,790"
"AZ Arizona",1990,"Total Units",1,"22,954"
"AZ Arizona",1991,"Total Units",1,"23,531"
"AZ Arizona",1992,"Total Units",1,"31,810"
"AZ Arizona",1993,"Total Units",1,"38,676"
"AZ Arizona",1994,"Total Units",1,"51,832"
"AZ Arizona",1995,"Total Units",1,"52,714"
"AZ Arizona",1996,"Total Units",1,"53,715"
"AZ Arizona",1997,"Total Units",1,"57,762"
"AZ Arizona",1998,"Total Units",1,"63,930"
"AZ Arizona",1999,"Total Units",1,"65,109"
"AZ Arizona",2000,"Total Units",1,"61,485"
"AZ Arizona",2001,"Total Units",1,"62,496"
"AZ Arizona",2002,"Total Units",1,"66,031"
"AZ Arizona",2003,"Total Units",1,"74,996"
"AZ Arizona",2004,"Total Units",1,"90,644"
"AZ Arizona",2005,"Total Units",1,"97,504"
"AZ Arizona",2006,"Total Units",1,"67,881"
"AZ Arizona",2007,"Total Units",1,"52,205"
"AZ Arizona",2008,"Total Units",1,"26,082"
"AZ Arizona",2009,"Total Units",1,"14,474"
"AZ Arizona",2010,"Total Units",1,"12,370"
"AZ Arizona",2011,"Total Units",1,"13,007"
"AZ Arizona",2012,"Total Units",1,"21,726"
"AZ Arizona",2013,"Total Units",1,"25,209"
"AZ Arizona",2014,"Total Units",1,"26,997"
"AZ Arizona",2015,"Total Units",1,"28,910"
"AZ Arizona",2016,"Total Units",1,"35,578"
"AZ Arizona",2017,"Total Units",1,"39,472"
"AZ Arizona",2018,"Total Units",1,"41,664"
"AZ Arizona",2019,"Total Units",1,"46,580"
"AZ Arizona",2020,"Total Units",1,"60,342"
"AZ Arizona",2021,"Total Units",1,"65,334"
"AZ Arizona",2022,"Total Units",1,"60,994"
"AZ Arizona",2023,"Total Units",1,"58,433"
"AZ Arizona",1980,"Units in Single Family Structures",2,"22,919"
"AZ Arizona",1981,"Units in Single Family Structures",2,"19,511"
"AZ Arizona",1982,"Units in Single Family Structures",2,"19,807"
"AZ Arizona",1983,"Units in Single Family Structures",2,"31,118"
"AZ Arizona",1984,"Units in Single Family Structures",2,"30,685"
"AZ Arizona",1985,"Units in Single Family Structures",2,"32,672"
"AZ Arizona",1986,"Units in Single Family Structures",2,"33,642"
"AZ Arizona",1987,"Units in Single Family Structures",2,"27,676"
"AZ Arizona",1988,"Units in Single Family Structures",2,"23,332"
"AZ Arizona",1989,"Units in Single Family Structures",2,"20,176"
"AZ Arizona",1990,"Units in Single Family Structures",2,"18,695"
"AZ Arizona",1991,"Units in Single Family Structures",2,"21,458"
"AZ Arizona",1992,"Units in Single Family Structures",2,"29,196"
"AZ Arizona",1993,"Units in Single Family Structures",2,"34,734"
"AZ Arizona",1994,"Units in Single Family Structures",2,"42,124"
"AZ Arizona",1995,"Units in Single Family Structures",2,"39,879"
"AZ Arizona",1996,"Units in Single Family Structures",2,"41,311"
"AZ Arizona",1997,"Units in Single Family Structures",2,"44,373"
"AZ Arizona",1998,"Units in Single Family Structures",2,"50,540"
"AZ Arizona",1999,"Units in Single Family Structures",2,"53,240"
"AZ Arizona",2000,"Units in Single Family Structures",2,"48,844"
"AZ Arizona",2001,"Units in Single Family Structures",2,"51,839"
"AZ Arizona",2002,"Units in Single Family Structures",2,"55,798"
"AZ Arizona",2003,"Units in Single Family Structures",2,"65,845"
"AZ Arizona",2004,"Units in Single Family Structures",2,"80,778"
"AZ Arizona",2005,"Units in Single Family Structures",2,"87,457"
"AZ Arizona",2006,"Units in Single Family Structures",2,"58,151"
"AZ Arizona",2007,"Units in Single Family Structures",2,"40,229"
"AZ Arizona",2008,"Units in Single Family Structures",2,"19,153"
"AZ Arizona",2009,"Units in Single Family Structures",2,"12,826"
"AZ Arizona",2010,"Units in Single Family Structures",2,"10,755"
"AZ Arizona",2011,"Units in Single Family Structures",2,"10,306"
"AZ Arizona",2012,"Units in Single Family Structures",2,"16,189"
"AZ Arizona",2013,"Units in Single Family Structures",2,"18,386"
"AZ Arizona",2014,"Units in Single Family Structures",2,"16,841"
"AZ Arizona",2015,"Units in Single Family Structures",2,"22,311"
"AZ Arizona",2016,"Units in Single Family Structures",2,"24,853"
"AZ Arizona",2017,"Units in Single Family Structures",2,"28,072"
"AZ Arizona",2018,"Units in Single Family Structures",2,"32,127"
"AZ Arizona",2019,"Units in Single Family Structures",2,"33,981"
"AZ Arizona",2020,"Units in Single Family Structures",2,"42,277"
"AZ Arizona",2021,"Units in Single Family Structures",2,"46,561"
"AZ Arizona",2022,"Units in Single Family Structures",2,"37,348"
"AZ Arizona",2023,"Units in Single Family Structures",2,"34,429"
"AZ Arizona",1980,"Units in All Multifamily Structures",3,"13,970"
"AZ Arizona",1981,"Units in All Multifamily Structures",3,"14,303"
"AZ Arizona",1982,"Units in All Multifamily Structures",3,"17,184"
"AZ Arizona",1983,"Units in All Multifamily Structures",3,"33,378"
"AZ Arizona",1984,"Units in All Multifamily Structures",3,"48,554"
"AZ Arizona",1985,"Units in All Multifamily Structures",3,"39,148"
"AZ Arizona",1986,"Units in All Multifamily Structures",3,"27,972"
"AZ Arizona",1987,"Units in All Multifamily Structures",3,"12,501"
"AZ Arizona",1988,"Units in All Multifamily Structures",3,"9,511"
"AZ Arizona",1989,"Units in All Multifamily Structures",3,"3,614"
"AZ Arizona",1990,"Units in All Multifamily Structures",3,"4,259"
"AZ Arizona",1991,"Units in All Multifamily Structures",3,"2,073"
"AZ Arizona",1992,"Units in All Multifamily Structures",3,"2,614"
"AZ Arizona",1993,"Units in All Multifamily Structures",3,"3,942"
"AZ Arizona",1994,"Units in All Multifamily Structures",3,"9,708"
"AZ Arizona",1995,"Units in All Multifamily Structures",3,"12,835"
"AZ Arizona",1996,"Units in All Multifamily Structures",3,"12,404"
"AZ Arizona",1997,"Units in All Multifamily Structures",3,"13,389"
"AZ Arizona",1998,"Units in All Multifamily Structures",3,"13,390"
"AZ Arizona",1999,"Units in All Multifamily Structures",3,"11,869"
"AZ Arizona",2000,"Units in All Multifamily Structures",3,"12,641"
"AZ Arizona",2001,"Units in All Multifamily Structures",3,"10,657"
"AZ Arizona",2002,"Units in All Multifamily Structures",3,"10,233"
"AZ Arizona",2003,"Units in All Multifamily Structures",3,"9,151"
"AZ Arizona",2004,"Units in All Multifamily Structures",3,"9,866"
"AZ Arizona",2005,"Units in All Multifamily Structures",3,"10,047"
"AZ Arizona",2006,"Units in All Multifamily Structures",3,"9,730"
"AZ Arizona",2007,"Units in All Multifamily Structures",3,"11,976"
"AZ Arizona",2008,"Units in All Multifamily Structures",3,"6,929"
"AZ Arizona",2009,"Units in All Multifamily Structures",3,"1,648"
"AZ Arizona",2010,"Units in All Multifamily Structures",3,"1,615"
"AZ Arizona",2011,"Units in All Multifamily Structures",3,"2,701"
"AZ Arizona",2012,"Units in All Multifamily Structures",3,"5,537"
"AZ Arizona",2013,"Units in All Multifamily Structures",3,"6,823"
"AZ Arizona",2014,"Units in All Multifamily Structures",3,"10,156"
"AZ Arizona",2015,"Units in All Multifamily Structures",3,"6,599"
"AZ Arizona",2016,"Units in All Multifamily Structures",3,"10,725"
"AZ Arizona",2017,"Units in All Multifamily Structures",3,"11,400"
"AZ Arizona",2018,"Units in All Multifamily Structures",3,"9,537"
"AZ Arizona",2019,"Units in All Multifamily Structures",3,"12,599"
"AZ Arizona",2020,"Units in All Multifamily Structures",3,"18,065"
"AZ Arizona",2021,"Units in All Multifamily Structures",3,"18,773"
"AZ Arizona",2022,"Units in All Multifamily Structures",3,"23,646"
"AZ Arizona",2023,"Units in All Multifamily Structures",3,"24,004"
"AR Arkansas",1980,"Total Units",1,"8,480"
"AR Arkansas",1981,"Total Units",1,"4,774"
"AR Arkansas",1982,"Total Units",1,"6,598"
"AR Arkansas",1983,"Total Units",1,"10,408"
"AR Arkansas",1984,"Total Units",1,"9,730"
"AR Arkansas",1985,"Total Units",1,"9,937"
"AR Arkansas",1986,"Total Units",1,"8,856"
"AR Arkansas",1987,"Total Units",1,"6,619"
"AR Arkansas",1988,"Total Units",1,"6,378"
"AR Arkansas",1989,"Total Units",1,"6,433"
"AR Arkansas",1990,"Total Units",1,"6,000"
"AR Arkansas",1991,"Total Units",1,"7,011"
"AR Arkansas",1992,"Total Units",1,"8,094"
"AR Arkansas",1993,"Total Units",1,"10,169"
"AR Arkansas",1994,"Total Units",1,"12,413"
"AR Arkansas",1995,"Total Units",1,"11,747"
"AR Arkansas",1996,"Total Units",1,"11,190"
"AR Arkansas",1997,"Total Units",1,"11,026"
"AR Arkansas",1998,"Total Units",1,"10,021"
"AR Arkansas",1999,"Total Units",1,"11,502"
"AR Arkansas",2000,"Total Units",1,"9,208"
"AR Arkansas",2001,"Total Units",1,"10,407"
"AR Arkansas",2002,"Total Units",1,"12,547"
"AR Arkansas",2003,"Total Units",1,"14,966"
"AR Arkansas",2004,"Total Units",1,"15,855"
"AR Arkansas",2005,"Total Units",1,"17,933"
"AR Arkansas",2006,"Total Units",1,"13,888"
"AR Arkansas",2007,"Total Units",1,"11,034"
"AR Arkansas",2008,"Total Units",1,"8,814"
"AR Arkansas",2009,"Total Units",1,"7,057"
"AR Arkansas",2010,"Total Units",1,"7,177"
"AR Arkansas",2011,"Total Units",1,"6,952"
"AR Arkansas",2012,"Total Units",1,"8,384"
"AR Arkansas",2013,"Total Units",1,"7,627"
"AR Arkansas",2014,"Total Units",1,"7,954"
"AR Arkansas",2015,"Total Units",1,"8,500"
"AR Arkansas",2016,"Total Units",1,"9,474"
"AR Arkansas",2017,"Total Units",1,"10,795"
"AR Arkansas",2018,"Total Units",1,"10,183"
"AR Arkansas",2019,"Total Units",1,"12,723"
"AR Arkansas",2020,"Total Units",1,"12,493"
"AR Arkansas",2021,"Total Units",1,"14,198"
"AR Arkansas",2022,"Total Units",1,"14,369"
"AR Arkansas",2023,"Total Units",1,"12,842"
"AR Arkansas",1980,"Units in Single Family Structures",2,"5,214"
"AR Arkansas",1981,"Units in Single Family Structures",2,"2,970"
"AR Arkansas",1982,"Units in Single Family Structures",2,"2,405"
"AR Arkansas",1983,"Units in Single Family Structures",2,"4,461"
"AR Arkansas",1984,"Units in Single Family Structures",2,"4,538"
"AR Arkansas",1985,"Units in Single Family Structures",2,"5,226"
"AR Arkansas",1986,"Units in Single Family Structures",2,"5,192"
"AR Arkansas",1987,"Units in Single Family Structures",2,"5,185"
"AR Arkansas",1988,"Units in Single Family Structures",2,"4,842"
"AR Arkansas",1989,"Units in Single Family Structures",2,"4,653"
"AR Arkansas",1990,"Units in Single Family Structures",2,"4,869"
"AR Arkansas",1991,"Units in Single Family Structures",2,"5,078"
"AR Arkansas",1992,"Units in Single Family Structures",2,"6,357"
"AR Arkansas",1993,"Units in Single Family Structures",2,"7,162"
"AR Arkansas",1994,"Units in Single Family Structures",2,"7,807"
"AR Arkansas",1995,"Units in Single Family Structures",2,"7,335"
"AR Arkansas",1996,"Units in Single Family Structures",2,"7,717"
"AR Arkansas",1997,"Units in Single Family Structures",2,"6,831"
"AR Arkansas",1998,"Units in Single Family Structures",2,"7,160"
"AR Arkansas",1999,"Units in Single Family Structures",2,"7,749"
"AR Arkansas",2000,"Units in Single Family Structures",2,"6,932"
"AR Arkansas",2001,"Units in Single Family Structures",2,"7,457"
"AR Arkansas",2002,"Units in Single Family Structures",2,"8,114"
"AR Arkansas",2003,"Units in Single Family Structures",2,"10,189"
"AR Arkansas",2004,"Units in Single Family Structures",2,"10,563"
"AR Arkansas",2005,"Units in Single Family Structures",2,"13,192"
"AR Arkansas",2006,"Units in Single Family Structures",2,"10,772"
"AR Arkansas",2007,"Units in Single Family Structures",2,"7,993"
"AR Arkansas",2008,"Units in Single Family Structures",2,"5,223"
"AR Arkansas",2009,"Units in Single Family Structures",2,"4,527"
"AR Arkansas",2010,"Units in Single Family Structures",2,"4,648"
"AR Arkansas",2011,"Units in Single Family Structures",2,"4,293"
"AR Arkansas",2012,"Units in Single Family Structures",2,"5,570"
"AR Arkansas",2013,"Units in Single Family Structures",2,"5,667"
"AR Arkansas",2014,"Units in Single Family Structures",2,"5,523"
"AR Arkansas",2015,"Units in Single Family Structures",2,"5,709"
"AR Arkansas",2016,"Units in Single Family Structures",2,"6,816"
